Subclones	SNPs
B5/H25RxC	293
B5/H25RxC	286
B5/H25RxC	282
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	281
B5/H25RxC	297
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	293
B5/H25RxC	281
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	292
B5/H25RxC	289
B5/H25RxC	289
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	298
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	313
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	279
B5/H25RxC	286
B5/H25RxC	291
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	288
B5/H25RxC	288
B5/H25RxC	285
B5/H25RxC	294
B5/H25RxC	289
B5/H25RxC	302
B5/H25RxC	291
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	295
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	296
B5/H25RxC	289
B5/H25RxC	299
B5/H25RxC	298
B5/H25RxC	291
B5/H25RxC	287
B5/H25RxC	297
B5/H25RxC	298
B5/H25RxC	286
B5/H25RxC	302
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	286
B5/H25RxC	301
B5/H25RxC	301
B5/H25RxC	297
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	299
B5/H25RxC	298
B5/H25RxC	300
B5/H25RxC	303
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	295
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	300
B5/H25RxC	318
B5/H25RxC	299
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	279
B5/H25RxC	286
B5/H25RxC	291
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	288
B5/H25RxC	288
B5/H25RxC	285
B5/H25RxC	294
B5/H25RxC	289
B5/H25RxC	302
B5/H25RxC	291
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	295
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	296
B5/H25RxC	289
B5/H25RxC	299
B5/H25RxC	298
B5/H25RxC	291
B5/H25RxC	287
B5/H25RxC	297
B5/H25RxC	298
B5/H25RxC	286
B5/H25RxC	302
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	286
B5/H25RxC	301
B5/H25RxC	301
B5/H25RxC	297
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	299
B5/H25RxC	298
B5/H25RxC	300
B5/H25RxC	303
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	295
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	300
B5/H25RxC	318
B5/H25RxC	299
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	279
B5/H25RxC	286
B5/H25RxC	291
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	288
B5/H25RxC	288
B5/H25RxC	285
B5/H25RxC	294
B5/H25RxC	289
B5/H25RxC	302
B5/H25RxC	291
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	295
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	296
B5/H25RxC	289
B5/H25RxC	299
B5/H25RxC	298
B5/H25RxC	291
B5/H25RxC	287
B5/H25RxC	297
B5/H25RxC	298
B5/H25RxC	286
B5/H25RxC	302
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	286
B5/H25RxC	301
B5/H25RxC	301
B5/H25RxC	297
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	299
B5/H25RxC	298
B5/H25RxC	300
B5/H25RxC	303
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	295
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	300
B5/H25RxC	318
B5/H25RxC	299
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	279
B5/H25RxC	286
B5/H25RxC	291
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	288
B5/H25RxC	288
B5/H25RxC	285
B5/H25RxC	294
B5/H25RxC	289
B5/H25RxC	302
B5/H25RxC	291
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	295
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	296
B5/H25RxC	289
B5/H25RxC	299
B5/H25RxC	298
B5/H25RxC	291
B5/H25RxC	287
B5/H25RxC	297
B5/H25RxC	298
B5/H25RxC	286
B5/H25RxC	302
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	286
B5/H25RxC	301
B5/H25RxC	301
B5/H25RxC	297
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	299
B5/H25RxC	298
B5/H25RxC	300
B5/H25RxC	303
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	295
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	300
B5/H25RxC	318
B5/H25RxC	299
B5/H25RxC	289
B5/H25RxC	289
B5/H25RxC	291
B5/H25RxC	274
B5/H25RxC	281
B5/H25RxC	286
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	283
B5/H25RxC	283
B5/H25RxC	280
B5/H25RxC	289
B5/H25RxC	284
B5/H25RxC	297
B5/H25RxC	286
B5/H25RxC	285
B5/H25RxC	286
B5/H25RxC	290
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	288
B5/H25RxC	289
B5/H25RxC	288
B5/H25RxC	288
B5/H25RxC	291
B5/H25RxC	284
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	286
B5/H25RxC	282
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	281
B5/H25RxC	297
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	293
B5/H25RxC	281
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	292
B5/H25RxC	289
B5/H25RxC	289
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	298
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	313
B5/H25RxC	294
B5/H25RxC	290
B5/H25RxC	290
B5/H25RxC	292
B5/H25RxC	275
B5/H25RxC	282
B5/H25RxC	287
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	284
B5/H25RxC	284
B5/H25RxC	281
B5/H25RxC	290
B5/H25RxC	285
B5/H25RxC	298
B5/H25RxC	287
B5/H25RxC	286
B5/H25RxC	287
B5/H25RxC	291
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	289
B5/H25RxC	290
B5/H25RxC	289
B5/H25RxC	289
B5/H25RxC	292
B5/H25RxC	285
B5/H25RxC	295
B5/H25RxC	294
B5/H25RxC	287
B5/H25RxC	283
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	282
B5/H25RxC	298
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	294
B5/H25RxC	282
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	293
B5/H25RxC	290
B5/H25RxC	290
B5/H25RxC	295
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	299
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	291
B5/H25RxC	292
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	314
B5/H25RxC	295
B5/H25RxC	289
B5/H25RxC	289
B5/H25RxC	291
B5/H25RxC	274
B5/H25RxC	281
B5/H25RxC	286
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	283
B5/H25RxC	283
B5/H25RxC	280
B5/H25RxC	289
B5/H25RxC	284
B5/H25RxC	297
B5/H25RxC	286
B5/H25RxC	285
B5/H25RxC	286
B5/H25RxC	290
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	288
B5/H25RxC	289
B5/H25RxC	288
B5/H25RxC	288
B5/H25RxC	291
B5/H25RxC	284
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	286
B5/H25RxC	282
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	281
B5/H25RxC	297
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	293
B5/H25RxC	281
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	292
B5/H25RxC	289
B5/H25RxC	289
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	298
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	313
B5/H25RxC	294
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	280
B5/H25RxC	287
B5/H25RxC	292
B5/H25RxC	299
B5/H25RxC	299
B5/H25RxC	289
B5/H25RxC	289
B5/H25RxC	286
B5/H25RxC	295
B5/H25RxC	290
B5/H25RxC	303
B5/H25RxC	292
B5/H25RxC	291
B5/H25RxC	292
B5/H25RxC	296
B5/H25RxC	299
B5/H25RxC	299
B5/H25RxC	294
B5/H25RxC	295
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	297
B5/H25RxC	290
B5/H25RxC	300
B5/H25RxC	299
B5/H25RxC	292
B5/H25RxC	288
B5/H25RxC	298
B5/H25RxC	299
B5/H25RxC	287
B5/H25RxC	303
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	299
B5/H25RxC	287
B5/H25RxC	302
B5/H25RxC	302
B5/H25RxC	298
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	300
B5/H25RxC	299
B5/H25RxC	301
B5/H25RxC	304
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	296
B5/H25RxC	297
B5/H25RxC	299
B5/H25RxC	301
B5/H25RxC	319
B5/H25RxC	300
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	294
B5/H25RxC	277
B5/H25RxC	284
B5/H25RxC	289
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	286
B5/H25RxC	286
B5/H25RxC	283
B5/H25RxC	292
B5/H25RxC	287
B5/H25RxC	300
B5/H25RxC	289
B5/H25RxC	288
B5/H25RxC	289
B5/H25RxC	293
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	291
B5/H25RxC	292
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	294
B5/H25RxC	287
B5/H25RxC	297
B5/H25RxC	296
B5/H25RxC	289
B5/H25RxC	285
B5/H25RxC	295
B5/H25RxC	296
B5/H25RxC	284
B5/H25RxC	300
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	284
B5/H25RxC	299
B5/H25RxC	299
B5/H25RxC	295
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	297
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	301
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	316
B5/H25RxC	297
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	294
B5/H25RxC	277
B5/H25RxC	284
B5/H25RxC	289
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	286
B5/H25RxC	286
B5/H25RxC	283
B5/H25RxC	292
B5/H25RxC	287
B5/H25RxC	300
B5/H25RxC	289
B5/H25RxC	288
B5/H25RxC	289
B5/H25RxC	293
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	291
B5/H25RxC	292
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	294
B5/H25RxC	287
B5/H25RxC	297
B5/H25RxC	296
B5/H25RxC	289
B5/H25RxC	285
B5/H25RxC	295
B5/H25RxC	296
B5/H25RxC	284
B5/H25RxC	300
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	284
B5/H25RxC	299
B5/H25RxC	299
B5/H25RxC	295
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	297
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	301
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	316
B5/H25RxC	297
B5/H25RxC	289
B5/H25RxC	289
B5/H25RxC	291
B5/H25RxC	274
B5/H25RxC	281
B5/H25RxC	286
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	283
B5/H25RxC	283
B5/H25RxC	280
B5/H25RxC	289
B5/H25RxC	284
B5/H25RxC	297
B5/H25RxC	286
B5/H25RxC	285
B5/H25RxC	286
B5/H25RxC	290
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	288
B5/H25RxC	289
B5/H25RxC	288
B5/H25RxC	288
B5/H25RxC	291
B5/H25RxC	284
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	286
B5/H25RxC	282
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	281
B5/H25RxC	297
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	293
B5/H25RxC	281
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	292
B5/H25RxC	289
B5/H25RxC	289
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	298
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	313
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	278
B5/H25RxC	285
B5/H25RxC	290
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	287
B5/H25RxC	287
B5/H25RxC	284
B5/H25RxC	293
B5/H25RxC	288
B5/H25RxC	301
B5/H25RxC	290
B5/H25RxC	289
B5/H25RxC	290
B5/H25RxC	294
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	295
B5/H25RxC	288
B5/H25RxC	298
B5/H25RxC	297
B5/H25RxC	290
B5/H25RxC	286
B5/H25RxC	296
B5/H25RxC	297
B5/H25RxC	285
B5/H25RxC	301
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	285
B5/H25RxC	300
B5/H25RxC	300
B5/H25RxC	296
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	298
B5/H25RxC	297
B5/H25RxC	299
B5/H25RxC	302
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	294
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	299
B5/H25RxC	317
B5/H25RxC	298
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	278
B5/H25RxC	285
B5/H25RxC	290
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	287
B5/H25RxC	287
B5/H25RxC	284
B5/H25RxC	293
B5/H25RxC	288
B5/H25RxC	301
B5/H25RxC	290
B5/H25RxC	289
B5/H25RxC	290
B5/H25RxC	294
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	295
B5/H25RxC	288
B5/H25RxC	298
B5/H25RxC	297
B5/H25RxC	290
B5/H25RxC	286
B5/H25RxC	296
B5/H25RxC	297
B5/H25RxC	285
B5/H25RxC	301
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	285
B5/H25RxC	300
B5/H25RxC	300
B5/H25RxC	296
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	298
B5/H25RxC	297
B5/H25RxC	299
B5/H25RxC	302
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	294
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	299
B5/H25RxC	317
B5/H25RxC	298
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	278
B5/H25RxC	285
B5/H25RxC	290
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	287
B5/H25RxC	287
B5/H25RxC	284
B5/H25RxC	293
B5/H25RxC	288
B5/H25RxC	301
B5/H25RxC	290
B5/H25RxC	289
B5/H25RxC	290
B5/H25RxC	294
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	295
B5/H25RxC	288
B5/H25RxC	298
B5/H25RxC	297
B5/H25RxC	290
B5/H25RxC	286
B5/H25RxC	296
B5/H25RxC	297
B5/H25RxC	285
B5/H25RxC	301
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	285
B5/H25RxC	300
B5/H25RxC	300
B5/H25RxC	296
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	298
B5/H25RxC	297
B5/H25RxC	299
B5/H25RxC	302
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	294
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	299
B5/H25RxC	317
B5/H25RxC	298
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	294
B5/H25RxC	277
B5/H25RxC	284
B5/H25RxC	289
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	286
B5/H25RxC	286
B5/H25RxC	283
B5/H25RxC	292
B5/H25RxC	287
B5/H25RxC	300
B5/H25RxC	289
B5/H25RxC	288
B5/H25RxC	289
B5/H25RxC	293
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	291
B5/H25RxC	292
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	294
B5/H25RxC	287
B5/H25RxC	297
B5/H25RxC	296
B5/H25RxC	289
B5/H25RxC	285
B5/H25RxC	295
B5/H25RxC	296
B5/H25RxC	284
B5/H25RxC	300
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	284
B5/H25RxC	299
B5/H25RxC	299
B5/H25RxC	295
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	297
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	301
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	316
B5/H25RxC	297
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	294
B5/H25RxC	277
B5/H25RxC	284
B5/H25RxC	289
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	286
B5/H25RxC	286
B5/H25RxC	283
B5/H25RxC	292
B5/H25RxC	287
B5/H25RxC	300
B5/H25RxC	289
B5/H25RxC	288
B5/H25RxC	289
B5/H25RxC	293
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	291
B5/H25RxC	292
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	294
B5/H25RxC	287
B5/H25RxC	297
B5/H25RxC	296
B5/H25RxC	289
B5/H25RxC	285
B5/H25RxC	295
B5/H25RxC	296
B5/H25RxC	284
B5/H25RxC	300
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	284
B5/H25RxC	299
B5/H25RxC	299
B5/H25RxC	295
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	297
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	301
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	316
B5/H25RxC	297
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	294
B5/H25RxC	277
B5/H25RxC	284
B5/H25RxC	289
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	286
B5/H25RxC	286
B5/H25RxC	283
B5/H25RxC	292
B5/H25RxC	287
B5/H25RxC	300
B5/H25RxC	289
B5/H25RxC	288
B5/H25RxC	289
B5/H25RxC	293
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	291
B5/H25RxC	292
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	294
B5/H25RxC	287
B5/H25RxC	297
B5/H25RxC	296
B5/H25RxC	289
B5/H25RxC	285
B5/H25RxC	295
B5/H25RxC	296
B5/H25RxC	284
B5/H25RxC	300
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	284
B5/H25RxC	299
B5/H25RxC	299
B5/H25RxC	295
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	297
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	301
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	316
B5/H25RxC	297
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	293
B5/H25RxC	276
B5/H25RxC	283
B5/H25RxC	288
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	285
B5/H25RxC	285
B5/H25RxC	282
B5/H25RxC	291
B5/H25RxC	286
B5/H25RxC	299
B5/H25RxC	288
B5/H25RxC	287
B5/H25RxC	288
B5/H25RxC	292
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	290
B5/H25RxC	290
B5/H25RxC	293
B5/H25RxC	286
B5/H25RxC	296
B5/H25RxC	295
B5/H25RxC	288
B5/H25RxC	284
B5/H25RxC	294
B5/H25RxC	295
B5/H25RxC	283
B5/H25RxC	299
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	283
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	294
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	296
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	300
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	315
B5/H25RxC	296
B5/H25RxC	290
B5/H25RxC	290
B5/H25RxC	292
B5/H25RxC	275
B5/H25RxC	282
B5/H25RxC	287
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	284
B5/H25RxC	284
B5/H25RxC	281
B5/H25RxC	290
B5/H25RxC	285
B5/H25RxC	298
B5/H25RxC	287
B5/H25RxC	286
B5/H25RxC	287
B5/H25RxC	291
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	289
B5/H25RxC	290
B5/H25RxC	289
B5/H25RxC	289
B5/H25RxC	292
B5/H25RxC	285
B5/H25RxC	295
B5/H25RxC	294
B5/H25RxC	287
B5/H25RxC	283
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	282
B5/H25RxC	298
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	294
B5/H25RxC	282
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	293
B5/H25RxC	290
B5/H25RxC	290
B5/H25RxC	295
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	299
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	291
B5/H25RxC	292
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	314
B5/H25RxC	295
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	296
B5/H25RxC	279
B5/H25RxC	286
B5/H25RxC	291
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	288
B5/H25RxC	288
B5/H25RxC	285
B5/H25RxC	294
B5/H25RxC	289
B5/H25RxC	302
B5/H25RxC	291
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	295
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	293
B5/H25RxC	294
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	296
B5/H25RxC	289
B5/H25RxC	299
B5/H25RxC	298
B5/H25RxC	291
B5/H25RxC	287
B5/H25RxC	297
B5/H25RxC	298
B5/H25RxC	286
B5/H25RxC	302
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	286
B5/H25RxC	301
B5/H25RxC	301
B5/H25RxC	297
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	299
B5/H25RxC	298
B5/H25RxC	300
B5/H25RxC	303
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	295
B5/H25RxC	296
B5/H25RxC	298
B5/H25RxC	300
B5/H25RxC	318
B5/H25RxC	299
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	278
B5/H25RxC	285
B5/H25RxC	290
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	287
B5/H25RxC	287
B5/H25RxC	284
B5/H25RxC	293
B5/H25RxC	288
B5/H25RxC	301
B5/H25RxC	290
B5/H25RxC	289
B5/H25RxC	290
B5/H25RxC	294
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	295
B5/H25RxC	288
B5/H25RxC	298
B5/H25RxC	297
B5/H25RxC	290
B5/H25RxC	286
B5/H25RxC	296
B5/H25RxC	297
B5/H25RxC	285
B5/H25RxC	301
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	285
B5/H25RxC	300
B5/H25RxC	300
B5/H25RxC	296
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	298
B5/H25RxC	297
B5/H25RxC	299
B5/H25RxC	302
B5/H25RxC	296
B5/H25RxC	296
B5/H25RxC	294
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	299
B5/H25RxC	317
B5/H25RxC	298
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	293
B5/H25RxC	276
B5/H25RxC	283
B5/H25RxC	288
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	285
B5/H25RxC	285
B5/H25RxC	282
B5/H25RxC	291
B5/H25RxC	286
B5/H25RxC	299
B5/H25RxC	288
B5/H25RxC	287
B5/H25RxC	288
B5/H25RxC	292
B5/H25RxC	295
B5/H25RxC	295
B5/H25RxC	290
B5/H25RxC	291
B5/H25RxC	290
B5/H25RxC	290
B5/H25RxC	293
B5/H25RxC	286
B5/H25RxC	296
B5/H25RxC	295
B5/H25RxC	288
B5/H25RxC	284
B5/H25RxC	294
B5/H25RxC	295
B5/H25RxC	283
B5/H25RxC	299
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	283
B5/H25RxC	298
B5/H25RxC	298
B5/H25RxC	294
B5/H25RxC	291
B5/H25RxC	291
B5/H25RxC	296
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	300
B5/H25RxC	294
B5/H25RxC	294
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	297
B5/H25RxC	315
B5/H25RxC	296
B5/H25RxC	293
B5/H25RxC	293
B5/H25RxC	295
B5/H25RxC	278
B5/H25RxC	285
B5/H25RxC	290
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	287
B5/H25RxC	287
B5/H25RxC	284
B5/H25RxC	293
B5/H25RxC	288
B5/H25RxC	301
B5/H25RxC	290
B5/H25RxC	289
B5/H25RxC	290
B5/H25RxC	294
B5/H25RxC	297
B5/H25RxC	297
B5/H25RxC	292
B5/H25RxC	293
B5/H25RxC	292
B5/H25RxC	292
B5/H25RxC	295
B5/H25RxC	288
B5/H25RxC	298
B5/H25RxC	297
B5/H25RxC	290
B5/H25RxC	286
B5/H25RxC	296
B5/H25RxC	297
B5/H25RxC	285
